IMDB ID,BOX OFFICE
tt0109035,16036534.0
tt0106220,48860359.0
tt0111804,10184701.0
tt0106226,32000000.0
tt0109068,5370000.0
tt0109067,21011500.0
tt0106292,20208496.0
tt0109198,15240435.0
tt0109219,7266973.0
tt0106400,44029386.0
tt0109254,42610000.0
tt0109279,4630377.0
tt0109297,16696219.0
tt0109303,30155037.0
tt0109305,22355000.0
tt0109306,3359465.0
tt0106452,428868.0
tt0106471,1796389.0
tt0106489,17266971.0
tt0109361,3662459.0
tt0106505,2570145.0
tt0106519,36948322.0
tt0109439,43522360.0
tt0109443,7503192.0
tt0106582,84049211.0
tt0106598,21274717.0
tt0109456,19721814.0
tt0109480,11384038.0
tt0109493,20277185.0
tt0106660,72495.0
tt0106673,63270710.0
tt0106677,7993039.0
tt0106697,58055768.0
tt0109729,2083657.0
tt0106834,1710000.0
tt0106873,7852653.0
tt0109783,3134081.0
tt0106881,6995302.0
tt0106880,238230.0
tt0111732,20043254.0
tt0106926,9488998.0
tt0106941,10997166.0
tt0106918,158348400.0
tt0106965,77698625.0
tt0109842,8094616.0
tt0106977,183875760.0
tt0107004,13736475.0
tt0109890,16096000.0
tt0109891,18438164.0
tt0109913,2408311.0
tt0109920,2308390.0
tt0107057,22886222.0
tt0107076,32534954.0
tt0107096,5864949.0
tt0107144,38911970.0
tt0113674,
tt0107151,6265311.0
tt0110064,19300000.0
tt0110074,2869369.0
tt0110097,10209111.0
tt0110123,28864707.0
tt0107206,102314283.0
tt0107207,25010410.0
tt0110137,8880705.0
tt0108551,39100956.0
tt0110197,3692874.0
tt0107286,12136938.0
tt0107290,356784000.0
tt0107302,2395231.0
tt0110265,418953.0
tt0107322,1299318.0
tt0110305,9979683.0
tt0107362,50016394.0
tt0107413,12440858.0
tt0110353,16821273.0
tt0107468,1499795.0
tt0107478,44942695.0
tt0107497,46044636.0
tt0107501,24760338.0
tt0107507,11285588.0
tt0107554,27900000.0
tt0116253,68750000.0
tt0111689,327482.0
tt0107616,22551000.0
tt0107611,8315975.0
tt0107613,3125424.0
tt0107614,219200000.0
tt0110657,8751228.0
tt0110649,245217.0
tt0110678,15340000.0
tt0110687,7138449.0
tt0107808,31160784.0
tt0107818,77324422.0
tt0107840,27515786.0
tt0107889,23004026.0
tt0111003,8638072.0
tt0110939,1299060.0
tt0110955,11439193.0
tt0107943,22954968.0
tt0110971,24332324.0
tt0107969,63095271.0
tt0111001,6507514.0
tt0107978,10696210.0
tt0107977,35699287.0
tt0107983,3275585.0
tt0108000,1001437.0
tt0108002,22750363.0
tt0108026,57115.0
tt0108052,96067179.0
tt0111094,2667163.0
tt0108065,7266383.0
tt0111102,86115.0
tt0108071,31181347.0
tt0111127,7881335.0
tt0111143,32055248.0
tt0108122,6110979.0
tt0111194,3428774.0
tt0108149,6410676.0
tt0108160,126670704.0
tt0108162,36300000.0
tt0108186,36448200.0
tt0108174,11585483.0
tt0108238,23798623.0
tt0108255,20915465.0
tt0111323,7690013.0
tt0111400,16478900.0
tt0111418,14815000.0
tt0107688,75082668.0
tt0108333,53898845.0
tt0108358,56505065.0
tt0111488,6971777.0
tt0108399,12281500.0
tt0108515,901668.0
tt0110763,12039526.0
tt0109226,73956.0
tt0110259,377108.0
tt0114906,4771000.0
tt0109403,1596700.0
tt0110623,1038959.0
tt0110363,12211068.0
tt0109828,113727.0
tt0111252,1359736.0
tt0110366,51764950.0
tt0109120,16819465.0
tt0110892,3021629.0
tt0112651,1507800.0
tt0112572,46576136.0
tt0099785,285761243.0
tt0099653,217631306.0
tt0103639,217350219.0
tt0103064,204843350.0
tt0099348,184208848.0
tt0114706,
tt0102926,130727000.0
tt0101414,218967620.0
tt0100405,178406268.0
tt0110395,
tt0109934,527274.0
tt0112606,12100000.0
tt0115978,
tt0117247,46112540.0
tt0112625,13940383.0
tt0116282,25882374.0
tt0116552,49142277.0
tt0116514,16675000.0
tt0117283,
tt0116684,5200600.0
tt0118001,592871.0
tt0116165,6288000.0
tt0113839,
tt0112712,
tt0117891,34746109.0
tt0113613,442965.0
tt0117381,56059267.0
tt0115837,156975.0
tt0115509,8620500.0
tt0112844,168614.0
tt0114658,
tt0116275,10118000.0
tt0113122,
tt0117608,30400000.0
tt0116414,4903000.0
tt0116095,17100000.0
tt0115956,58918501.0
tt0117060,180965237.0
tt0109028,337560.0
tt0117071,3363968.0
tt0116136,51317350.0
tt0116168,31356117.0
tt0115591,
tt0116683,28934758.0
tt0116287,20754000.0
tt0116768,2653000.0
tt0116269,2104000.0
tt0112536,840850.0
tt0117128,1000000.0
tt0114616,
tt0117705,90443603.0
tt0110061,
tt0140614,
tt0108181,
tt0114307,470768.0
tt0113443,616663.0
tt0114048,24700000.0
tt0117104,10070000.0
tt0117688,4932915.0
tt0117774,14752141.0
tt0114736,
tt0116289,3102672.0
tt0109593,62949.0
tt0103095,
tt0112368,4821759.0
tt0115742,516350.0
tt0117420,21600000.0
tt0117784,10000000.0
tt0117107,11500000.0
tt0117979,34073143.0
tt0115851,9255027.0
tt0116322,20047715.0
tt0110712,
tt0112817,1069600.0
tt0117108,20101861.0
tt0113270,
tt0115963,24881000.0
tt0116448,7874000.0
tt0116827,5858000.0
tt0116508,5005000.0
tt0117260,3014000.0
tt0117500,134006721.0
tt0116405,197322.0
tt0117998,241688385.0
tt0115624,3794000.0
tt0117894,15171475.0
tt0117723,26906039.0
tt0117768,2415593.0
tt0115571,14048372.0
tt0105737,
tt0113849,2196534.0
tt0113188,5721671.0
tt0110480,62186.0
tt0117331,17300889.0
tt0117765,32800000.0
tt0113280,852362.0
tt0116669,58586889.0
tt0116594,1814290.0
tt0113211,493007.0
tt0116992,
tt0109191,269904.0
tt0114122,50652.0
tt0118523,3478370.0
tt0116629,306124059.0
tt0116277,18573791.0
tt0116583,100117603.0
tt0115798,60154431.0
tt0116778,24944213.0
tt0116213,101228120.0
tt0117218,128769345.0
tt0113610,
tt0111237,
tt0116040,32885565.0
tt0116365,16524115.0
tt0116905,13269963.0
tt0116493,26539321.0
tt0117333,104632573.0
tt0118113,1277257.0
tt0117628,9449219.0
tt0117913,108706165.0
tt0115530,540364.0
tt0115493,11567023.0
tt0116320,17100000.0
tt0116756,18876581.0
tt0116823,8289972.0
tt0112568,
tt0114170,
tt0118073,21397954.0
tt0112746,
tt0115472,15091542.0
tt0116707,4611624.0
tt0116313,105444419.0
tt0114550,616248.0
tt0117438,136448821.0
tt0116531,20951277.0
tt0117332,1263945.0
tt0116353,258263.0
tt0115857,20550712.0
tt0117008,33084249.0
tt0116191,22201883.0
tt0115986,17883659.0
tt0116571,6970578.0
tt0117826,5587855.0
tt0113695,
tt0113080,76875.0
tt0115680,23567.0
tt0117718,12643776.0
tt0116225,25407250.0
tt0115632,2961991.0
tt0117918,53854588.0
tt0116536,
tt0116985,431326.0
tt0114936,
tt0115736,3798532.0
tt0115836,3308758.0
tt0116745,1292527.0
tt0119214,19736932.0
tt0116934,
tt0113542,65682.0
tt0116418,403311.0
tt0120004,33927476.0
tt0116654,27663982.0
tt0116311,26459681.0
tt0117965,3594848.0
tt0114592,79249.0
tt0115725,4357000.0
tt0115783,21162420.0
tt0120271,15546.0
tt0113596,
tt0113253,15126948.0
tt0117991,551545.0
tt0117093,392362.0
tt0105729,661080.0
tt0118927,5079851.0
tt0117357,
tt0117669,
tt0116329,24506082.0
tt0118742,207751.0
tt0116442,617632.0
tt0117011,14095303.0
tt0117039,11030963.0
tt0117473,8538318.0
tt0116635,145697.0
tt0115678,11881039.0
tt0116830,18127448.0
tt0115847,315752.0
tt0117603,36049108.0
tt0115438,11114000.0
tt0115994,49620.0
tt0116167,
tt0116259,17305211.0
tt0116421,20400913.0
tt0116000,22936273.0
tt0115862,14402821.0
tt0107131,41833324.0
tt0106611,68856263.0
tt0109127,50236831.0
tt0102798,165500000.0
tt0116361,
tt0104692,32101000.0
tt0118044,234843.0
tt0114597,
tt0117887,25809813.0
tt0117924,4137645.0
tt0117791,2002000.0
tt0116928,32925.0
tt0116908,33328051.0
tt0116409,38553833.0
tt0116913,1361420.0
tt0117958,695229.0
tt0117400,
tt0117202,
tt0116404,5731103.0
tt0120107,2154540.0
tt0116242,9714482.0
tt0117509,46338728.0
tt0117802,4505922.0
tt0117665,53300852.0
tt0117781,21.0
tt0116714,50789.0
tt0115491,
tt0105236,2812029.0
tt0103772,117727224.0
tt0101761,35183792.0
tt0104036,62549000.0
tt0104348,10725228.0
tt0117577,
tt0099371,82670733.0
tt0115531,1910.0
tt0115885,
tt0116859,419038.0
tt0115684,
tt0117284,315230.0
tt0115580,12772657.0
tt0116378,1227324.0
tt0114472,
tt0112907,
tt0117318,20191312.0
tt0116422,
tt0114147,
tt0117320,48522.0
tt0101775,13878334.0
tt0111357,
tt0112777,
tt0116245,
tt0116212,
tt0116403,
tt0116886,
tt0117677,2035470.0
tt0118147,2666118.0
tt0115715,
tt0113031,
tt0116059,7061018.0
tt0115610,1100000.0
tt0099028,269823.0
tt0112483,
tt0103850,4479470.0
tt0099703,13446769.0
tt0120121,
tt0116209,78651430.0
tt0105107,5414619.0
tt0102370,15012935.0
tt0100332,3779620.0
tt0099685,46836394.0
tt0106308,11501093.0
tt0103130,356122.0
tt0100519,739104.0
tt0100150,5080409.0
tt0107048,70906973.0
tt0105695,101157447.0
tt0100436,11541758.0
tt0101921,80100000.0
tt0102536,2015810.0
tt0101458,752856.0
tt0113369,
tt0114089,
tt0116589,268520.0
tt0117550,198717.0
tt0116293,883973.0
tt0116953,80026.0
tt0115754,
tt0116601,222525.0
tt0107314,
tt0103644,55473600.0
tt0103678,
tt0115535,
tt0106262,
tt0099030,
tt0101492,9188150.0
tt0103874,82522790.0
tt0103919,25792310.0
tt0101540,79100000.0
tt0115710,1075288.0
tt0115495,326308.0
tt0117057,41252428.0
tt0119791,1200000.0
tt0117731,92001027.0
tt0117666,24475416.0
tt0116705,60573641.0
tt0117293,
tt0117372,48093211.0
tt0115988,7340103.0
tt0115433,136182161.0
tt0099423,117541000.0
tt0102975,74888996.0
tt0103776,162831698.0
tt0100994,44143410.0
tt0100114,46044400.0
tt0115471,37536.0
tt0117773,56221.0
tt0105690,83363139.0
tt0117119,22294341.0
tt0116996,37754208.0
tt0115906,153155.0
tt0116695,153620822.0
tt0105435,51433000.0
tt0115633,
tt0116621,14466354.0
tt0116999,12782508.0
tt0117691,
tt0116410,13052741.0
tt0119783,9881286.0
tt0115641,63071133.0
tt0117571,103001286.0
tt0104691,72455275.0
tt0117038,95345070.0
tt0116240,12747242.0
tt0116477,4414535.0
tt0117690,608032.0
tt0118163,136933.0
tt0117091,19119165.0
tt0116250,49994804.0
tt0117364,3684143.0
tt0117028,
tt0119731,25826788.0
tt0116640,
tt0119115,9202671.0
tt0120550,7183046.0
tt0120390,11466088.0
tt0120414,
tt0118708,31235710.0
tt0119664,31987563.0
tt0118928,67155742.0
tt0119644,3999612.0
tt0106266,9745803.0
tt0106387,23202734.0
tt0119937,532190.0
tt0119640,4368453.0
tt0119225,5479037.0
tt0116310,
tt0118111,2892582.0
tt0118691,11454593.0
tt0120238,482665.0
tt0119887,3506206.0
tt0119141,29291566.0
tt0120357,408097.0
tt0118548,50007168.0
tt0120317,18239932.0
tt0120434,36429528.0
tt0118042,
tt0120318,16325542.0
tt0116922,3796699.0
tt0120036,13104494.0
tt0119008,41954997.0
tt0118750,20060051.0
tt0120014,1591687.0
tt0118762,186675.0
tt0118859,1495332.0
tt0118702,
tt0119432,59925026.0
tt0116743,4109095.0
tt0119951,41198146.0
tt0119572,12514138.0
tt0120053,61355436.0
tt0118064,621093.0
tt0116041,2084559.0
tt0119528,181395380.0
tt0120094,35422828.0
tt0118972,42877165.0
tt0118829,3562749.0
tt0118663,7240837.0
tt0120389,8109349.0
tt0118623,791830.0
tt0119013,11313010.0
tt0119381,5852547.0
tt0118615,65557989.0
tt0119229,28014536.0
tt0116762,57252.0
tt0118541,3559990.0
tt0119859,1921471.0
tt0120366,500649.0
tt0118586,150646.0
tt0118783,
tt0120032,29205077.0
tt0120461,47474112.0
tt0118655,53868030.0
tt0118771,50129186.0
tt0115927,488419.0
tt0117482,
tt0120383,54154.0
tt0105660,
tt0120479,6448817.0
tt0119109,28659604.0
tt0119809,27354.0
tt0116920,31176.0
tt0120190,7553105.0
tt0119578,2874242.0
tt0120087,479099.0
tt0118556,34656904.0
tt0115744,2560471.0
tt0119567,229074524.0
tt0117561,
tt0120118,1002175.0
tt0118117,34368.0
tt0114303,171979.0
tt0120373,13548764.0
tt0118787,10005081.0
tt0118880,101087161.0
tt0116834,34891.0
tt0120179,48068396.0
tt0117724,10300.0
tt0117775,
tt0113968,
tt0118127,27000.0
tt0118688,107285004.0
tt0119019,464655.0
tt0120034,72588.0
tt0116502,
tt0119282,99046791.0
tt0119502,12836.0
tt0116949,
tt0119738,126805112.0
tt0119094,112225777.0
tt0119098,
tt0119654,250147615.0
tt0119848,27974168.0
tt0120512,7324662.0
tt0120133,8119205.0
tt0118884,100853835.0
tt0119173,48154732.0
tt0119190,105263257.0
tt0118887,44886089.0
tt0119081,26616590.0
tt0120177,54967359.0
tt0118570,24629916.0
tt0119896,31058643.0
tt0119361,2856622.0
tt0119152,3519178.0
tt0118883,76081498.0
tt0118966,13668777.0
tt0120207,1686429.0
tt0120112,7221836.0
tt0119311,23461013.0
tt0119509,10713605.0
tt0119675,25454187.0
tt0119695,41067398.0
tt0119086,14327206.0
tt0119484,6086891.0
tt0118571,172620724.0
tt0118531,5716080.0
tt0099810,122012643.0
tt0102494,6401336.0
tt0119465,1828284.0
tt0120197,592573.0
tt0119360,63826569.0
tt0119051,27779888.0
tt0119874,41256277.0
tt0119488,64604977.0
tt0120102,37901509.0
tt0119468,60491560.0
tt0120169,43490057.0
tt0119457,102739.0
tt0120524,15719109.0
tt0120323,7928412.0
tt0119174,48265581.0
tt0119123,16148906.0
tt0120399,6633400.0
tt0119557,10082.0
tt0119632,3376403.0
tt0123953,
tt0120151,3247524.0
tt0120402,9054736.0
tt0119349,7837632.0
tt0120192,
tt0118842,12006514.0
tt0119326,13960203.0
tt0119164,45857453.0
tt0119280,9217930.0
tt0119345,72219395.0
tt0118971,60984028.0
tt0120029,15448043.0
tt0119906,4052347.0
tt0119324,617403.0
tt0119107,832785.0
tt0120481,1710693.0
tt0120303,252318.0
tt0120539,189491.0
tt0119177,12339633.0
tt0119095,14036249.0
tt0119891,5657370.0
tt0120257,283081.0
tt0120529,
tt0119535,4266243.0
tt0119338,334041.0
tt0119080,14821531.0
tt0119210,6482195.0
tt0118900,5790448.0
tt0118689,45298656.0
tt0119327,3620.0
tt0119592,10556196.0
tt0119832,2618335.0
tt0120490,339648.0
tt0119527,545622.0
tt0119978,45856732.0
tt0118749,26384919.0
tt0119365,
tt0120201,54700065.0
tt0118901,141853.0
tt0107282,32861136.0
tt0118836,306715.0
tt0120148,11883495.0
tt0119707,35927406.0
tt0120382,125603360.0
tt0120520,13718385.0
tt0119723,3263672.0
tt0116592,
tt0119994,22415440.0
tt0119395,54910560.0
tt0118617,58297830.0
tt0120483,13801755.0
tt0118583,47748610.0
tt0112318,
tt0118607,44175394.0
tt0118632,20733485.0
tt0109266,
tt0118804,1822193.0
tt0118954,10569071.0
tt0119137,92969824.0
tt0119142,31611225.0
tt0119217,138339411.0
tt0116465,
tt0116490,
tt0119303,30672357.0
tt0119352,
tt0130073,
tt0116976,
tt0119668,25078937.0
tt0119715,61834214.0
tt0117167,
tt0119819,37446.0
tt0119845,
tt0120082,101334374.0
tt0120222,
tt0128755,
tt0120338,658672302.0
tt0120347,125332007.0
tt0117994,
tt0119925,17593391.0
tt0119314,75370763.0
tt0120521,776332.0
tt0119396,39647595.0
tt0119485,5532301.0
tt0119718,21382456.0
tt0118715,17439163.0
tt0118566,2441642.0
tt0119223,26333044.0
tt0120881,
tt0118539,308082.0
tt0119988,6724217.0
tt0129758,47044.0
tt0120670,8041665.0
tt0120820,13035599.0
tt0120885,43022524.0
tt0118929,14337579.0
tt0120478,7015240.0
tt0120696,19819494.0
tt0120693,17278980.0
tt0119099,25188006.0
tt0118643,
tt0119815,310724.0
tt0118956,11146409.0
tt0128690,
tt0119521,
tt0119734,
tt0120008,18967571.0
tt0120594,34524.0
tt0119784,91549.0
tt0118747,13979599.0
tt0133090,
tt0120707,5476059.0
tt0120888,80224502.0
tt0120184,36976367.0
tt0118662,209244.0
tt0119548,
tt0120782,5840581.0
tt0119822,147637474.0
tt0145302,
tt0119594,15030732.0
tt0120873,57823170.0
tt0140282,1379977.0
tt0120661,76447420.0
tt0118744,13513622.0
tt0120241,1692872.0
tt0120744,56876365.0
tt0120769,10297897.0
tt0120890,29753944.0
tt0125454,27008669.0
tt0120642,
tt0119942,38966057.0
tt0119780,168462.0
tt0120510,258212.0
tt0120793,1081957.0
tt0119049,
tt0124179,1950218.0
tt0119560,143273.0
tt0120219,3073.0
tt0120108,121875.0
tt0120772,29106737.0
tt0120645,4308981.0
tt0119305,215553.0
tt0119905,23031390.0
tt0120598,11144518.0
tt0124295,649370.0
tt0118851,2195190.0
tt0119139,
tt0120738,69102910.0
tt0120749,32940507.0
tt0120176,10200000.0
tt0120632,78745923.0
tt0120728,2987297.0
tt0120773,18878566.0
tt0120765,7985929.0
tt0124718,21554585.0
tt0119196,1534569.0
tt0118229,14478.0
tt0120213,34488.0
tt0120906,1980338.0
tt0118755,22359293.0
tt0130019,33598.0
tt0119508,12784.0
tt0118727,
tt0118577,15447.0
tt0120723,4002640.0
tt0120725,7514883.0
tt0119987,247745.0
tt0120841,19165560.0
tt0120742,3551208.0
tt0120838,219932.0
tt0141986,425788.0
tt0120609,27052167.0
tt0120856,2147114.0
tt0120610,12829351.0
tt0118925,565592.0
tt0119683,13871914.0
tt0120211,212267.0
tt0118866,444354.0
tt0120647,140459099.0
tt0120531,8026971.0
tt0120800,22717758.0
tt0120685,136023813.0
tt0118798,26525834.0
tt0120669,10562387.0
tt0120777,6300000.0
tt0131436,10305534.0
tt0119053,6114928.0
tt0119313,60033780.0
tt0119547,
tt0120787,67629105.0
tt0120828,74329966.0
tt0127723,25339117.0
tt0118894,1200000.0
tt0139362,1929168.0
tt0125980,249682.0
tt0150290,16875.0
tt0116141,24.0
tt0126938,2301777.0
tt0122529,1334786.0
tt0119717,287752.0
tt0120762,120618403.0
tt0120902,83892374.0
tt0126344,405297.0
tt0118998,144156464.0
tt0120780,37339525.0
tt0120321,6719300.0
tt0118789,2365931.0
tt0120591,201573391.0
tt0122151,129734803.0
tt0123987,29767901.0
tt0122718,53955614.0
tt0138704,3216970.0
tt0140688,307037.0
tt0129387,176483808.0
tt0100142,2938208.0
tt0101917,34872293.0
tt0099253,28501605.0
tt0103956,14960255.0
tt0099528,26098824.0
tt0104714,144731527.0
tt0099700,41482207.0
tt0120746,93771072.0
tt0119910,563143.0
tt0117898,19906.0
tt0099088,87666629.0
tt0099674,66676062.0
tt0102757,1277401.0
tt0119558,1400000.0
tt0134619,17411331.0
tt0120741,19882538.0
tt0120815,216119491.0
tt0137386,2020700.0
tt0109287,30577969.0
tt0109520,45610410.0
tt0106868,12890752.0
tt0107120,39514713.0
tt0104437,58662452.0
tt0120768,44484065.0
tt0120783,66304095.0
tt0131857,6940185.0
tt0119165,5659.0
tt0106273,
tt0104868,50752337.0
tt0104940,27281507.0
tt0104990,2819485.0
tt0100477,27931461.0
tt0107952,3.0
tt0102803,46704056.0
tt0111271,3337685.0
tt0111359,8247627.0
tt0108265,5632086.0
tt0120694,55004135.0
tt0102250,28862081.0
tt0101969,33243020.0
tt0099697,11582891.0
tt0107665,15185672.0
tt0101272,113502246.0
tt0120631,65703412.0
tt0120832,55585389.0
tt0128214,40542.0
tt0120813,21210.0
tt0101329,22166041.0
tt0140796,10215386.0
tt0118661,23322832.0
tt0120703,37672350.0
tt0120831,5480318.0
tt0116516,
tt0100240,17373527.0
tt0119517,4710749.0
tt0124595,8288513.0
tt0120611,70001065.0
tt0120576,15814088.0
tt0118301,15062898.0
tt0120901,9604029.0
tt0119778,3386698.0
tt0120692,780471.0
tt0119033,821997.0
tt0120577,16574731.0
tt0119346,203134.0
tt0123324,12413650.0
